oracle_MNLL,oracle_ClassErr,oracle_var,oracle_bias,oracle_fpBeta,oracle_fnBeta,oracle_fpPhi,oracle_fnPhi,oracle_time,enetLTS_MNLL,enetLTS_ClassErr,enetLTS_var,enetLTS_bias,enetLTS_fpBeta,enetLTS_fnBeta,enetLTS_fpPhi,enetLTS_fnPhi,enetLTS_time,MIProb_MNLL,MIProb_ClassErr,MIProb_var,MIProb_bias,MIProb_fpBeta,MIProb_fnBeta,MIProb_fpPhi,MIProb_fnPhi,MIProb_time,MIP_MNLL,MIP_ClassErr,MIP_var,MIP_bias,MIP_fpBeta,MIP_fnBeta,MIP_fpPhi,MIP_fnPhi,MIP_time,Lasso_MNLL,Lasso_ClassErr,Lasso_var,Lasso_bias,Lasso_fpBeta,Lasso_fnBeta,Lasso_fpPhi,Lasso_fnPhi,Lasso_time
0.19788954343506768,0.07,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.04781699180603027,0.5412472264869217,0.29,0.007213059895213646,0.16079161197927536,0.04081632653061224,0.0,0.0,0.0,16.75262188911438,0.44622432323333017,0.21,0.030134227371344177,0.07974173477011798,0.006802721088435374,0.25,0.0,0.0,12006.310450077057,0.8567256586831243,0.44,0.019366037505201297,0.20552664082645045,0.02040816326530612,0.5,0.0,1.0,2667.2914967536926,0.6528824203886815,0.34,0.0020610450779688827,0.21140505093086276,0.0,0.75,0.0,1.0,0.24019598960876465
0.27709814944850547,0.1,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.09061503410339355,0.5144344990008226,0.28,0.007213059895213646,0.16079161197927536,0.07482993197278912,0.0,0.0,0.0,14.887969970703125,0.30539520935079834,0.14,0.030134227371344177,0.07974173477011798,0.006802721088435374,0.0,0.0,0.0,12006.025578737259,0.6792237660953443,0.31,0.019366037505201297,0.20552664082645045,0.02040816326530612,0.75,0.0,1.0,2651.846477985382,0.5990782935280943,0.28,0.0020610450779688827,0.21140505093086276,0.027210884353741496,0.75,0.0,1.0,0.22455477714538574
0.4473972549460937,0.1,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.0864710807800293,0.8886523804005912,0.54,0.007213059895213646,0.16079161197927536,0.1360544217687075,0.25,0.0,1.0,23.160218954086304,0.26460544606668507,0.1,0.030134227371344177,0.07974173477011798,0.0,0.0,0.0,0.0,12005.841141462326,0.9091895632634787,0.37,0.019366037505201297,0.20552664082645045,0.02040816326530612,0.5,0.0,1.0,2663.538348197937,0.5868755840932396,0.26,0.0020610450779688827,0.21140505093086276,0.013605442176870748,0.5,0.0,1.0,0.23154091835021973
0.19152069806538136,0.08,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.05338001251220703,0.41124995221823446,0.19,0.007213059895213646,0.16079161197927536,0.04081632653061224,0.0,0.0,0.0,14.909929990768433,0.38859000201090504,0.2,0.030134227371344177,0.07974173477011798,0.0,0.25,0.0,0.0,12006.321897268295,0.7637390781101027,0.44,0.019366037505201297,0.20552664082645045,0.02040816326530612,0.75,0.0,1.0,2639.0385179519653,0.6327614694979176,0.34,0.0020610450779688827,0.21140505093086276,0.013605442176870748,0.75,0.0,1.0,0.22817611694335938
0.18869309543275892,0.09,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.10599899291992188,0.5135640269951283,0.28,0.007213059895213646,0.16079161197927536,0.061224489795918366,0.0,0.0,0.0,15.770271062850952,0.27954484330028656,0.13,0.030134227371344177,0.07974173477011798,0.006802721088435374,0.0,0.0,0.0,12006.50338768959,0.9097301116556932,0.4,0.019366037505201297,0.20552664082645045,0.027210884353741496,0.75,0.0,1.0,2665.2483689785004,0.6010300926717121,0.27,0.0020610450779688827,0.21140505093086276,0.013605442176870748,0.75,0.0,1.0,0.2342989444732666
0.23707634682893997,0.09,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.05057787895202637,0.6300636469882797,0.29,0.007213059895213646,0.16079161197927536,0.034013605442176874,0.0,0.0,0.0,13.218438863754272,1.157318209702159,0.39,0.030134227371344177,0.07974173477011798,0.027210884353741496,0.75,0.05263157894736842,1.0,12007.922188043594,0.8410851767914537,0.43,0.019366037505201297,0.20552664082645045,0.02040816326530612,0.75,0.0,1.0,2573.321149110794,0.6569919685728368,0.41,0.0020610450779688827,0.21140505093086276,0.02040816326530612,0.75,0.0,1.0,0.2145991325378418
0.19776633482628733,0.07,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.036087989807128906,0.4871983014149734,0.2,0.007213059895213646,0.16079161197927536,0.04081632653061224,0.0,0.0,0.0,12.94194507598877,0.3724393677662183,0.18,0.030134227371344177,0.07974173477011798,0.006802721088435374,0.25,0.0,0.0,12006.58476114273,0.7624210072893761,0.39,0.019366037505201297,0.20552664082645045,0.027210884353741496,0.75,0.0,1.0,2656.5367476940155,0.6288047660302205,0.32,0.0020610450779688827,0.21140505093086276,0.11564625850340136,0.5,0.0,1.0,0.21339988708496094
0.25467034542276573,0.1,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.07111597061157227,0.43011386250258155,0.17,0.007213059895213646,0.16079161197927536,0.04081632653061224,0.0,0.010526315789473684,0.0,13.924071788787842,0.28415875930039436,0.13,0.030134227371344177,0.07974173477011798,0.006802721088435374,0.0,0.0,0.0,12006.96220588684,0.8240912506317167,0.42,0.019366037505201297,0.20552664082645045,0.027210884353741496,0.75,0.0,1.0,2753.538101196289,0.6598274232027569,0.37,0.0020610450779688827,0.21140505093086276,0.0,0.75,0.0,1.0,0.22881293296813965
0.2946244854204756,0.13,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.13814878463745117,0.46694055505400245,0.21,0.007213059895213646,0.16079161197927536,0.04081632653061224,0.0,0.0,0.0,14.614603996276855,0.23559609621432873,0.12,0.030134227371344177,0.07974173477011798,0.0,0.0,0.0,0.0,12006.767699718475,0.8926486828781143,0.36,0.019366037505201297,0.20552664082645045,0.027210884353741496,0.75,0.0,1.0,2697.2824432849884,0.5590299953585521,0.23,0.0020610450779688827,0.21140505093086276,0.0,0.75,0.0,1.0,0.22189092636108398
0.20790702659946794,0.11,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.05778789520263672,0.5676766959392866,0.29,0.007213059895213646,0.16079161197927536,0.06802721088435375,0.0,0.0,0.0,16.098807096481323,0.279263215144844,0.14,0.030134227371344177,0.07974173477011798,0.0,0.0,0.0,0.0,12006.503069877625,0.9985704313185002,0.43,0.019366037505201297,0.20552664082645045,0.027210884353741496,0.75,0.0,1.0,2718.839510202408,0.6290132040043253,0.32,0.0020610450779688827,0.21140505093086276,0.0,0.75,0.0,1.0,0.2343461513519287
0.16924460979683392,0.09,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.036064863204956055,0.4838901936758282,0.27,0.007213059895213646,0.16079161197927536,0.05442176870748299,0.0,0.0,0.0,13.860389947891235,0.22032950784947533,0.06,0.030134227371344177,0.07974173477011798,0.0,0.0,0.0,0.0,12006.633526325226,0.8222280121385473,0.41,0.019366037505201297,0.20552664082645045,0.027210884353741496,0.75,0.0,1.0,2694.673948287964,0.610304286530259,0.29,0.0020610450779688827,0.21140505093086276,0.0,0.75,0.0,1.0,0.23158597946166992
0.3343339447463476,0.14,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.12373805046081543,0.6735514333617977,0.33,0.007213059895213646,0.16079161197927536,0.06802721088435375,0.0,0.021052631578947368,0.0,15.706022024154663,0.7564709969792506,0.22,0.030134227371344177,0.07974173477011798,0.013605442176870748,0.25,0.0,0.0,12005.422977209091,1.107161992001818,0.42,0.019366037505201297,0.20552664082645045,0.013605442176870748,0.25,0.0,1.0,2639.9664418697357,0.7535053739856247,0.37,0.0020610450779688827,0.21140505093086276,0.07482993197278912,0.5,0.0,1.0,0.21675491333007812
0.18892657972779514,0.05,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.027560949325561523,0.5965713206315065,0.39,0.007213059895213646,0.16079161197927536,0.08163265306122448,0.0,0.0,0.0,19.053882122039795,2.040778517091969,0.35,0.030134227371344177,0.07974173477011798,0.02040816326530612,0.5,0.05263157894736842,1.0,12006.776153326035,1.017397259922395,0.37,0.019366037505201297,0.20552664082645045,0.027210884353741496,0.75,0.0,1.0,2661.491235971451,0.7540151334900085,0.32,0.0020610450779688827,0.21140505093086276,0.14285714285714285,0.5,0.0,1.0,0.21394896507263184
0.16352369512282391,0.08,0.06828993467837907,0.023021385841609426,0.0,0.0,0.0,0.0,0.12186789512634277,0.5621463707433161,0.3,0.007213059895213646,0.16079161197927536,0.061224489795918366,0.0,0.031578947368421054,0.0,14.173454999923706,0.27176109522438735,0.12,0.030134227371344177,0.07974173477011798,0.006802721088435374,0.0,0.0,0.0,12007.304567575455,0.8593899618047166,0.43,0.019366037505201297,0.20552664082645045,0.027210884353741496,0.75,0.0,1.0,2698.9586458206177,0.6304036289975593,0.32,0.0020610450779688827,0.21140505093086276,0.0,0.75,0.0,1.0,0.22557806968688965
