enetLTS,MIProb,MIP
0.32991755295227204,-0.0,0.0
0.22363758915273338,-0.0,0.0
0.3621351186831143,-0.0,0.0
0.3461195856603776,-0.0,0.0
1.1622445415805824,-0.0,0.0
1.367346730716245,-0.0,0.0
2.27112940232832,-0.0,0.0
0.841002069905778,-0.0,0.0
0.03783532662800773,-0.0,0.0
0.4895352696072989,-0.0,0.0
0.024967451958914033,-0.0,0.0
0.8955138363799339,-0.0,0.0
0.48536232485427355,-0.0,0.0
0.012196526581191042,-0.0,0.0
0.6961800681217477,-0.0,0.0
0.07206201292424068,-0.0,0.0
0.8150900360801224,-0.0,0.0
0.02854207544928947,-0.0,0.0
0.4278977659622518,26.590130752738816,0.0
3.8635974419776176e-9,-0.0,0.0
0.06025175917892378,-0.0,0.0
0.4920177443638958,-0.0,0.0
1.3617842268047247,-0.0,0.0
4.15410189118822,-0.0,0.0
0.048463166098409845,-0.0,0.0
2.4272572858297448,-0.0,0.0
6.531479948646355,-0.0,0.0
0.13494792161659297,-0.0,0.0
0.11040649165742522,-0.0,0.0
0.23038078687527452,25.568649459094043,0.0
0.8700075983132121,-0.0,0.0
9.253000854414495e-7,-0.0,0.0
0.5873958865250147,-25.748767278872258,0.0
0.5499392296016367,-0.0,0.0
0.0400202037142221,-0.0,0.0
0.38930571876868014,-27.260077975297207,0.0
1.8358748307491533,-0.0,0.0
0.030000666554246953,-0.0,0.0
0.4974078539717466,-0.0,0.0
0.9410823467777607,-0.0,0.0
0.002215792841687698,-0.0,0.0
0.08220804478657229,25.92552770758947,0.0
3.4025749250434916,-0.0,0.0
8.900837529533801,25.417805846626162,0.0
0.24031047250509466,-0.0,0.0
0.38693115331728645,-0.0,0.0
0.24653252969720607,-0.0,0.0
0.1785116106826259,-0.0,0.0
0.15325656594220938,-0.0,0.0
0.015469150392983426,-0.0,0.0
0.009133284968822524,-0.0,0.0
0.10155249100255598,-0.0,0.0
4.6152883941275036e-5,-0.0,0.0
0.18153573424249214,-0.0,0.0
0.3632682891453197,-0.0,0.0
0.27882275983457316,25.787818135958695,0.0
0.10672685207203864,-0.0,0.0
0.4174580432805747,-0.0,0.0
0.3861637392563516,-0.0,0.0
0.010645799716568965,-0.0,0.0
9.337493787081087,-0.0,0.0
0.04108076617233136,-0.0,0.0
0.0008277406316109892,-0.0,0.0
5.431662520437779,-0.0,0.0
0.10098234937218509,-0.0,0.0
0.6729108975502762,-0.0,0.0
0.0004520487293890744,-0.0,0.0
0.005692148365945066,-0.0,0.0
0.01190824610368454,-0.0,0.0
3.39455769124793,-24.63429266274507,0.0
0.39261448900941764,-0.0,0.0
0.13604226519027973,-0.0,0.0
0.05059641461340616,-0.0,0.0
0.47758248279818216,-0.0,0.0
0.7712334781147907,-0.0,0.0
0.5009020452198772,-0.0,0.0
0.1883911956826021,-0.0,0.0
7.627630568602158,27.88778085396612,0.0
0.050220218607224254,-0.0,0.0
0.5039752706473262,-0.0,0.0
0.820285419530761,-0.0,0.0
3.046911353046952,-0.0,0.0
0.11962775173934398,-0.0,0.0
0.007925373226480126,-0.0,0.0
0.0061545963029995005,-0.0,0.0
0.017394519699389797,-0.0,0.0
0.33860151736796373,-0.0,0.0
0.32407453410420795,-0.0,0.0
2.348859785442169,27.257058447239316,0.0
21.78688263874953,-0.0,0.0
0.1628732290071523,-0.0,0.0
0.10787828363626832,-0.0,0.0
0.09445789414243233,-0.0,0.0
0.3396572311696387,-0.0,0.0
0.18534348592526836,-0.0,0.0
0.12723790375525734,-0.0,0.0
0.5612313314879996,-0.0,0.0
1.142412262603688,-0.0,0.0
0.5417675387104443,-0.0,0.0
2.171512232251871e-7,-0.0,0.0
