enetLTS,MIProb,MIP
-1.3114729984322622,0.19440429376103097,-0.08240001529754151
-0.0029959036745423515,0.03444657364192027,0.01046500743892675
0.0,-0.0,-0.0
0.0023098627093996148,0.013088730075964216,-0.0
-0.020137505587197624,-0.0,-0.0
-0.020528133995522446,-0.0,-0.002376353491655539
-0.03517084402304329,-0.0,-0.0
-0.007346222681825115,-0.0,-0.0
0.007981300454785786,-0.011578906748115798,-0.0
0.02414821500768494,-0.0050934330655020045,-0.0
0.0,-0.0,-0.0
-0.0047227053588281935,-0.0,-0.0
-0.003330102651613513,-0.0,-0.0
0.001284565161961466,-0.0,-0.0
-0.011274677662474633,-0.015468927323055697,-0.00532465869556911
-0.019452846473216854,-0.023266094521512796,-0.008454261046579684
0.007058658225367533,0.0003462736275388198,-0.0
-0.003288273654979747,0.004616113687528245,-0.0
0.0022088101182471814,-0.0,-0.0
1.403011781130735,-0.0,0.3274233586810371
-0.48240156908076404,-0.0,-0.09140507952470954
12.055189043443471,-0.0,1.4369883721695123
1.1500340664865294,-0.0,0.2896940315680018
