enetLTS,MIProb,MIP
-1.378239443839248,0.13712592079044394,-0.11723978064332126
-0.003609120980782714,0.041511449096952945,0.009967338977917588
0.0,-0.0,-0.0
0.0024738532898847736,-0.0,-0.0
-0.021251428838705108,0.02062515209425256,-0.0
-0.02107222204657596,-0.020699600259736255,-0.004306376242151914
-0.03670150075686107,-0.0,-0.004070840524996758
-0.007651655458388985,-0.0,-0.0
0.008286062033067776,-0.016878917026427926,-0.0
0.025243198052164226,-0.020384097333229014,-0.0
0.0,0.0072832500247419765,-0.0
-0.004914034685808596,-0.0,-0.0021326094737415956
-0.0034296078791767257,-0.0,-0.0
0.0013710359258698155,-0.0061209335953744315,-0.0
-0.011638163045957625,-0.01683685949045018,-0.006674078119133244
-0.019952636824163306,-0.03185900093815873,-0.010727205346267
0.007383520306428657,-0.0,-0.0
-0.0033730790585459,0.006387860850432843,-0.0
0.002292770199618535,-0.0,-0.0
1.4520234110634669,-0.0,0.40314176100002924
-0.49927274162226143,-0.0,-0.008324374773225665
12.675762856510854,-0.0,1.3155846982880073
1.1951887781917223,-0.0,0.4373307995315129
