enetLTS,MIProb,MIP
0.33734384183530225,-0.0,0.0
0.38215718638120344,-0.0,0.0
0.3605677176607911,-0.0,0.0
0.4192373234921827,-0.0,0.0
0.941740587421005,-0.0,0.0
1.253232043312166,-0.0,0.0
1.7857463084290213,-0.0,0.0
0.8416694869666747,-0.0,0.0
0.0816890236910938,-0.0,0.0
0.4535923352984409,-0.0,0.0
0.047338226525290406,-0.0,0.0
0.8625167078406055,-0.0,0.0
0.46525695158407576,-0.0,0.0
0.04591170129240904,-0.0,0.0
0.5605166010247054,-0.0,0.0
0.16262605933518157,-0.0,0.0
1.0408860633863872,-0.0,0.0
0.07620921667585626,-0.0,0.0
0.613093110575176,22.417925880803658,0.0
6.573562513878528e-6,-0.0,0.0
0.10581670916075403,-0.0,0.0
0.65998686991103,-0.0,0.0
1.333924888503238,-0.0,0.0
2.570493093838715,-0.0,0.0
0.10789793525337872,-0.0,0.0
1.7556914242995665,22.442480462456878,0.0
4.392709358075038,-0.0,0.0
0.174709261340241,-0.0,0.0
0.2507121367267404,21.987202298937625,0.0
0.40171303667158687,-0.0,0.0
0.7868859500739454,-0.0,0.0
0.00026133924112770046,-0.0,0.0
0.7323234284157085,-22.379523218594056,0.0
0.4989420571946983,-0.0,0.0
0.09945297715083397,-0.0,0.0
0.6649448395800457,-24.331333477081298,0.0
1.5089102651063335,-0.0,0.0
0.08865399688678356,-0.0,0.0
0.4313243064561786,-0.0,0.0
0.757843558523807,-0.0,0.0
0.016333338688521472,-0.0,0.0
0.1795780818301369,21.723948234098856,0.0
2.313749619072683,-0.0,0.0
5.9749046296659385,23.55014757587551,0.0
0.289671556831259,-0.0,0.0
0.5702770775675909,-0.0,0.0
0.27413816157930326,-0.0,0.0
0.2571675138428613,-0.0,0.0
0.2327125083232704,-0.0,0.0
0.05728894774526719,-0.0,0.0
0.04673730482144809,-0.0,0.0
0.20683821573282107,-0.0,0.0
0.005342250777990998,-0.0,0.0
0.19430508179462924,-0.0,0.0
0.4140634139296191,-0.0,0.0
0.43455319622482846,-0.0,0.0
0.18070869141465323,-0.0,0.0
0.43376967934845845,-0.0,0.0
0.4447912717495168,-0.0,0.0
0.04999982321642736,-0.0,0.0
4.633026749468276,-0.0,0.0
0.09299814058477018,-0.0,0.0
0.005840506191374454,-0.0,0.0
3.8967472064919537,-0.0,0.0
0.24810127061137366,-0.0,0.0
0.7454003227618989,-0.0,0.0
0.008109031167712426,-0.0,0.0
0.0183357793729025,-0.0,0.0
0.0443758765949442,-0.0,0.0
2.6550325897223996,-0.0,0.0
0.379266767474994,-0.0,0.0
0.18542517358232669,-0.0,0.0
0.09663821670682154,-0.0,0.0
0.5121772985056737,-0.0,0.0
0.7082500841143834,-0.0,0.0
0.6386048507494145,-0.0,0.0
0.18358505050618312,-0.0,0.0
5.475857131324128,23.578795651462094,0.0
0.11471594365983862,-0.0,0.0
0.49775151542593876,-0.0,0.0
0.7307500228384365,-0.0,0.0
1.817706523707784,-0.0,0.0
0.2430536960045679,-0.0,0.0
0.03070172822237449,-0.0,0.0
0.03868063122985151,-0.0,0.0
0.052406054970158336,-0.0,0.0
0.3257635811219523,-0.0,0.0
0.33361151425874525,-0.0,0.0
1.961677207928067,23.689122051034378,0.0
12.892466540701829,-0.0,0.0
0.3135735339979985,-0.0,0.0
0.17484912366623526,-0.0,0.0
0.18572125904408554,22.596947732826898,0.0
0.48146788268272234,-0.0,0.0
0.2995841876468514,-0.0,0.0
0.16462545385351057,-0.0,0.0
0.6302992615680925,-0.0,0.0
0.8772699069856555,-0.0,0.0
0.6619592292188136,-0.0,0.0
0.0001288948561253278,-0.0,0.0
